date,sku,units_sold,revenue,unit_price,promotion_flag
2021-03-19,SKU0001,0,0.0,4125.12,1
2021-03-20,SKU0001,0,0.0,4125.12,1
2021-03-21,SKU0001,0,0.0,4483.83,0
2021-03-22,SKU0001,31,138998.73,4483.83,0
2021-03-23,SKU0001,30,134514.9,4483.83,0
2021-03-24,SKU0001,38,170385.54,4483.83,0
2021-03-25,SKU0001,28,125547.24,4483.83,0
2021-03-26,SKU0001,31,138998.73,4483.83,0
2021-03-27,SKU0001,30,134514.9,4483.83,0
2021-03-28,SKU0001,46,206256.18,4483.83,0
2021-03-29,SKU0001,31,138998.73,4483.83,0
2021-03-30,SKU0001,25,112095.75,4483.83,0
2021-03-31,SKU0001,15,67257.45,4483.83,0
2021-04-01,SKU0001,34,152450.22,4483.83,0
2021-04-02,SKU0001,33,147966.39,4483.83,0
2021-04-03,SKU0001,42,188320.86,4483.83,0
2021-04-04,SKU0001,42,188320.86,4483.83,0
2021-04-05,SKU0001,25,112095.75,4483.83,0
2021-04-06,SKU0001,38,170385.54,4483.83,0
2021-04-07,SKU0001,41,183837.03,4483.83,0
2021-04-08,SKU0001,29,130031.07,4483.83,0
2021-04-09,SKU0001,28,125547.24,4483.83,0
2021-04-10,SKU0001,36,161417.88,4483.83,0
2021-04-11,SKU0001,33,147966.39,4483.83,0
2021-04-12,SKU0001,22,98644.26,4483.83,0
2021-04-13,SKU0001,29,130031.07,4483.83,0
2021-04-14,SKU0001,25,112095.75,4483.83,0
2021-04-15,SKU0001,35,156934.05,4483.83,0
2021-04-16,SKU0001,28,125547.24,4483.83,0
2021-04-17,SKU0001,36,161417.88,4483.83,0
2021-04-18,SKU0001,27,121063.41,4483.83,0
2021-04-19,SKU0001,25,112095.75,4483.83,0
2021-04-20,SKU0001,33,147966.39,4483.83,0
2021-04-21,SKU0001,32,143482.56,4483.83,0
2021-04-22,SKU0001,27,121063.41,4483.83,0
2021-04-23,SKU0001,33,147966.39,4483.83,0
2021-04-24,SKU0001,37,165901.71,4483.83,0
2021-04-25,SKU0001,30,134514.9,4483.83,0
2021-04-26,SKU0001,32,143482.56,4483.83,0
2021-04-27,SKU0001,34,152450.22,4483.83,0
2021-04-28,SKU0001,32,143482.56,4483.83,0
2021-04-29,SKU0001,31,138998.73,4483.83,0
2021-04-30,SKU0001,36,161417.88,4483.83,0
2021-05-01,SKU0001,32,143482.56,4483.83,0
2021-05-02,SKU0001,42,188320.86,4483.83,0
2021-05-03,SKU0001,34,152450.22,4483.83,0
2021-05-04,SKU0001,45,201772.35,4483.83,0
2021-05-05,SKU0001,40,179353.2,4483.83,0
2021-05-06,SKU0001,30,134514.9,4483.83,0
2021-05-07,SKU0001,38,170385.54,4483.83,0
2021-05-08,SKU0001,34,152450.22,4483.83,0
2021-05-09,SKU0001,38,170385.54,4483.83,0
2021-05-10,SKU0001,32,143482.56,4483.83,0
2021-05-11,SKU0001,36,161417.88,4483.83,0
2021-05-12,SKU0001,25,112095.75,4483.83,0
2021-05-13,SKU0001,28,125547.24,4483.83,0
2021-05-14,SKU0001,38,170385.54,4483.83,0
2021-05-15,SKU0001,30,134514.9,4483.83,0
2021-05-16,SKU0001,34,152450.22,4483.83,0
2021-05-17,SKU0001,29,130031.07,4483.83,0
2021-05-18,SKU0001,28,125547.24,4483.83,0
2021-05-19,SKU0001,23,103128.09,4483.83,0
2021-05-20,SKU0001,33,147966.39,4483.83,0
2021-05-21,SKU0001,42,188320.86,4483.83,0
2021-05-22,SKU0001,24,107611.92,4483.83,0
2021-05-23,SKU0001,40,179353.2,4483.83,0
2021-05-24,SKU0001,24,107611.92,4483.83,0
2021-05-25,SKU0001,30,134514.9,4483.83,0
2021-05-26,SKU0001,25,112095.75,4483.83,0
2021-05-27,SKU0001,32,143482.56,4483.83,0
2021-05-28,SKU0001,21,94160.43,4483.83,0
2021-05-29,SKU0001,28,125547.24,4483.83,0
2021-05-30,SKU0001,45,201772.35,4483.83,0
2021-05-31,SKU0001,22,98644.26,4483.83,0
2021-06-01,SKU0001,40,165004.8,4125.12,1
2021-06-02,SKU0001,46,189755.52,4125.12,1
2021-06-03,SKU0001,39,160879.68,4125.12,1
2021-06-04,SKU0001,34,140254.08,4125.12,1
2021-06-05,SKU0001,50,206256.0,4125.12,1
2021-06-06,SKU0001,47,193880.64,4125.12,1
2021-06-07,SKU0001,36,148504.32,4125.12,1
2021-06-08,SKU0001,43,177380.16,4125.12,1
2021-06-09,SKU0001,28,115503.36,4125.12,1
2021-06-10,SKU0001,45,185630.4,4125.12,1
2021-06-11,SKU0001,26,116579.58,4483.83,0
2021-06-12,SKU0001,26,116579.58,4483.83,0
2021-06-13,SKU0001,28,125547.24,4483.83,0
2021-06-14,SKU0001,23,103128.09,4483.83,0
2021-06-15,SKU0001,35,156934.05,4483.83,0
2021-06-16,SKU0001,28,125547.24,4483.83,0
2021-06-17,SKU0001,28,125547.24,4483.83,0
2021-06-18,SKU0001,26,116579.58,4483.83,0
2021-06-19,SKU0001,29,130031.07,4483.83,0
2021-06-20,SKU0001,23,103128.09,4483.83,0
2021-06-21,SKU0001,22,98644.26,4483.83,0
2021-06-22,SKU0001,35,156934.05,4483.83,0
2021-06-23,SKU0001,28,125547.24,4483.83,0
2021-06-24,SKU0001,25,112095.75,4483.83,0
2021-06-25,SKU0001,32,143482.56,4483.83,0
2021-06-26,SKU0001,28,125547.24,4483.83,0
2021-06-27,SKU0001,38,170385.54,4483.83,0
2021-06-28,SKU0001,15,67257.45,4483.83,0
2021-06-29,SKU0001,31,138998.73,4483.83,0
2021-06-30,SKU0001,30,134514.9,4483.83,0
2021-07-01,SKU0001,25,112095.75,4483.83,0
2021-07-02,SKU0001,22,98644.26,4483.83,0
2021-07-03,SKU0001,28,125547.24,4483.83,0
2021-07-04,SKU0001,22,98644.26,4483.83,0
2021-07-05,SKU0001,24,107611.92,4483.83,0
2021-07-06,SKU0001,22,98644.26,4483.83,0
2021-07-07,SKU0001,25,112095.75,4483.83,0
2021-07-08,SKU0001,27,121063.41,4483.83,0
2021-07-09,SKU0001,36,161417.88,4483.83,0
2021-07-10,SKU0001,22,98644.26,4483.83,0
2021-07-11,SKU0001,33,147966.39,4483.83,0
2021-07-12,SKU0001,24,107611.92,4483.83,0
2021-07-13,SKU0001,25,112095.75,4483.83,0
2021-07-14,SKU0001,22,98644.26,4483.83,0
2021-07-15,SKU0001,23,103128.09,4483.83,0
2021-07-16,SKU0001,28,125547.24,4483.83,0
2021-07-17,SKU0001,35,156934.05,4483.83,0
2021-07-18,SKU0001,29,130031.07,4483.83,0
2021-07-19,SKU0001,23,103128.09,4483.83,0
2021-07-20,SKU0001,17,76225.11,4483.83,0
2021-07-21,SKU0001,26,116579.58,4483.83,0
2021-07-22,SKU0001,26,116579.58,4483.83,0
2021-07-23,SKU0001,21,94160.43,4483.83,0
2021-07-24,SKU0001,22,98644.26,4483.83,0
2021-07-25,SKU0001,19,85192.77,4483.83,0
2021-07-26,SKU0001,17,76225.11,4483.83,0
2021-07-27,SKU0001,19,85192.77,4483.83,0
2021-07-28,SKU0001,25,112095.75,4483.83,0
2021-07-29,SKU0001,25,112095.75,4483.83,0
2021-07-30,SKU0001,26,116579.58,4483.83,0
2021-07-31,SKU0001,24,107611.92,4483.83,0
2021-08-01,SKU0001,36,148504.32,4125.12,1
2021-08-02,SKU0001,41,169129.92,4125.12,1
2021-08-03,SKU0001,27,111378.24,4125.12,1
2021-08-04,SKU0001,30,123753.6,4125.12,1
2021-08-05,SKU0001,27,111378.24,4125.12,1
2021-08-06,SKU0001,34,140254.08,4125.12,1
2021-08-07,SKU0001,38,156754.56,4125.12,1
2021-08-08,SKU0001,32,132003.84,4125.12,1
2021-08-09,SKU0001,32,132003.84,4125.12,1
2021-08-10,SKU0001,26,107253.12,4125.12,1
2021-08-11,SKU0001,21,94160.43,4483.83,0
2021-08-12,SKU0001,17,76225.11,4483.83,0
2021-08-13,SKU0001,19,85192.77,4483.83,0
2021-08-14,SKU0001,29,130031.07,4483.83,0
2021-08-15,SKU0001,28,125547.24,4483.83,0
2021-08-16,SKU0001,17,76225.11,4483.83,0
2021-08-17,SKU0001,20,89676.6,4483.83,0
2021-08-18,SKU0001,13,58289.79,4483.83,0
2021-08-19,SKU0001,26,116579.58,4483.83,0
2021-08-20,SKU0001,28,125547.24,4483.83,0
2021-08-21,SKU0001,18,80708.94,4483.83,0
2021-08-22,SKU0001,24,107611.92,4483.83,0
2021-08-23,SKU0001,24,107611.92,4483.83,0
2021-08-24,SKU0001,21,94160.43,4483.83,0
2021-08-25,SKU0001,18,80708.94,4483.83,0
2021-08-26,SKU0001,20,89676.6,4483.83,0
2021-08-27,SKU0001,23,103128.09,4483.83,0
2021-08-28,SKU0001,28,125547.24,4483.83,0
2021-08-29,SKU0001,20,89676.6,4483.83,0
2021-08-30,SKU0001,25,112095.75,4483.83,0
2021-08-31,SKU0001,27,121063.41,4483.83,0
2021-09-01,SKU0001,27,121063.41,4483.83,0
2021-09-02,SKU0001,15,67257.45,4483.83,0
2021-09-03,SKU0001,12,53805.96,4483.83,0
2021-09-04,SKU0001,27,121063.41,4483.83,0
2021-09-05,SKU0001,25,112095.75,4483.83,0
2021-09-06,SKU0001,15,67257.45,4483.83,0
2021-09-07,SKU0001,21,94160.43,4483.83,0
2021-09-08,SKU0001,13,58289.79,4483.83,0
2021-09-09,SKU0001,24,107611.92,4483.83,0
2021-09-10,SKU0001,24,107611.92,4483.83,0
2021-09-11,SKU0001,26,116579.58,4483.83,0
2021-09-12,SKU0001,20,89676.6,4483.83,0
2021-09-13,SKU0001,16,71741.28,4483.83,0
2021-09-14,SKU0001,14,62773.62,4483.83,0
2021-09-15,SKU0001,15,67257.45,4483.83,0
2021-09-16,SKU0001,25,112095.75,4483.83,0
2021-09-17,SKU0001,22,98644.26,4483.83,0
2021-09-18,SKU0001,20,89676.6,4483.83,0
2021-09-19,SKU0001,17,76225.11,4483.83,0
2021-09-20,SKU0001,22,98644.26,4483.83,0
2021-09-21,SKU0001,23,103128.09,4483.83,0
2021-09-22,SKU0001,21,94160.43,4483.83,0
2021-09-23,SKU0001,23,103128.09,4483.83,0
2021-09-24,SKU0001,20,89676.6,4483.83,0
2021-09-25,SKU0001,21,94160.43,4483.83,0
2021-09-26,SKU0001,27,121063.41,4483.83,0
2021-09-27,SKU0001,18,80708.94,4483.83,0
2021-09-28,SKU0001,20,89676.6,4483.83,0
2021-09-29,SKU0001,21,94160.43,4483.83,0
2021-09-30,SKU0001,11,49322.13,4483.83,0
2021-10-01,SKU0001,34,140254.08,4125.12,1
2021-10-02,SKU0001,43,177380.16,4125.12,1
2021-10-03,SKU0001,34,140254.08,4125.12,1
2021-10-04,SKU0001,20,82502.4,4125.12,1
2021-10-05,SKU0001,33,136128.96,4125.12,1
2021-10-06,SKU0001,35,144379.2,4125.12,1
2021-10-07,SKU0001,23,94877.76,4125.12,1
2021-10-08,SKU0001,30,123753.6,4125.12,1
2021-10-09,SKU0001,32,132003.84,4125.12,1
2021-10-10,SKU0001,22,90752.64,4125.12,1
2021-10-11,SKU0001,28,115503.36,4125.12,1
2021-10-12,SKU0001,42,173255.04,4125.12,1
2021-10-13,SKU0001,24,99002.88,4125.12,1
2021-10-14,SKU0001,34,140254.08,4125.12,1
2021-10-15,SKU0001,39,160879.68,4125.12,1
2021-10-16,SKU0001,27,121063.41,4483.83,0
2021-10-17,SKU0001,21,94160.43,4483.83,0
2021-10-18,SKU0001,30,134514.9,4483.83,0
2021-10-19,SKU0001,25,112095.75,4483.83,0
2021-10-20,SKU0001,19,85192.77,4483.83,0
2021-10-21,SKU0001,21,94160.43,4483.83,0
2021-10-22,SKU0001,18,80708.94,4483.83,0
2021-10-23,SKU0001,24,107611.92,4483.83,0
2021-10-24,SKU0001,21,94160.43,4483.83,0
2021-10-25,SKU0001,29,130031.07,4483.83,0
2021-10-26,SKU0001,18,80708.94,4483.83,0
2021-10-27,SKU0001,21,94160.43,4483.83,0
2021-10-28,SKU0001,23,103128.09,4483.83,0
2021-10-29,SKU0001,18,80708.94,4483.83,0
2021-10-30,SKU0001,21,94160.43,4483.83,0
2021-10-31,SKU0001,17,76225.11,4483.83,0
2021-11-01,SKU0001,19,85192.77,4483.83,0
2021-11-02,SKU0001,22,98644.26,4483.83,0
2021-11-03,SKU0001,17,76225.11,4483.83,0
2021-11-04,SKU0001,29,130031.07,4483.83,0
2021-11-05,SKU0001,23,103128.09,4483.83,0
2021-11-06,SKU0001,33,147966.39,4483.83,0
2021-11-07,SKU0001,32,143482.56,4483.83,0
2021-11-08,SKU0001,24,107611.92,4483.83,0
2021-11-09,SKU0001,27,121063.41,4483.83,0
2021-11-10,SKU0001,21,94160.43,4483.83,0
2021-11-11,SKU0001,26,116579.58,4483.83,0
2021-11-12,SKU0001,28,125547.24,4483.83,0
2021-11-13,SKU0001,25,112095.75,4483.83,0
2021-11-14,SKU0001,18,80708.94,4483.83,0
2021-11-15,SKU0001,22,98644.26,4483.83,0
2021-11-16,SKU0001,28,125547.24,4483.83,0
2021-11-17,SKU0001,23,103128.09,4483.83,0
2021-11-18,SKU0001,20,89676.6,4483.83,0
2021-11-19,SKU0001,27,121063.41,4483.83,0
2021-11-20,SKU0001,41,169129.92,4125.12,1
2021-11-21,SKU0001,37,152629.44,4125.12,1
2021-11-22,SKU0001,27,111378.24,4125.12,1
2021-11-23,SKU0001,43,177380.16,4125.12,1
2021-11-24,SKU0001,32,132003.84,4125.12,1
2021-11-25,SKU0001,35,144379.2,4125.12,1
2021-11-26,SKU0001,29,119628.48,4125.12,1
2021-11-27,SKU0001,38,156754.56,4125.12,1
2021-11-28,SKU0001,41,169129.92,4125.12,1
2021-11-29,SKU0001,29,119628.48,4125.12,1
2021-11-30,SKU0001,34,140254.08,4125.12,1
2021-12-01,SKU0001,43,177380.16,4125.12,1
2021-12-02,SKU0001,22,90752.64,4125.12,1
2021-12-03,SKU0001,39,160879.68,4125.12,1
2021-12-04,SKU0001,34,140254.08,4125.12,1
2021-12-05,SKU0001,42,173255.04,4125.12,1
2021-12-06,SKU0001,21,86627.52,4125.12,1
2021-12-07,SKU0001,25,103128.0,4125.12,1
2021-12-08,SKU0001,42,173255.04,4125.12,1
2021-12-09,SKU0001,31,127878.72,4125.12,1
2021-12-10,SKU0001,29,119628.48,4125.12,1
2021-12-11,SKU0001,30,134514.9,4483.83,0
2021-12-12,SKU0001,37,165901.71,4483.83,0
2021-12-13,SKU0001,29,130031.07,4483.83,0
2021-12-14,SKU0001,25,112095.75,4483.83,0
2021-12-15,SKU0001,24,107611.92,4483.83,0
2021-12-16,SKU0001,23,103128.09,4483.83,0
2021-12-17,SKU0001,23,103128.09,4483.83,0
2021-12-18,SKU0001,27,121063.41,4483.83,0
2021-12-19,SKU0001,29,130031.07,4483.83,0
2021-12-20,SKU0001,19,85192.77,4483.83,0
2021-12-21,SKU0001,14,62773.62,4483.83,0
2021-12-22,SKU0001,16,71741.28,4483.83,0
2021-12-23,SKU0001,26,116579.58,4483.83,0
2021-12-24,SKU0001,21,94160.43,4483.83,0
2021-12-25,SKU0001,30,134514.9,4483.83,0
2021-12-26,SKU0001,40,179353.2,4483.83,0
2021-12-27,SKU0001,18,80708.94,4483.83,0
2021-12-28,SKU0001,25,112095.75,4483.83,0
2021-12-29,SKU0001,24,107611.92,4483.83,0
2021-12-30,SKU0001,27,121063.41,4483.83,0
2021-12-31,SKU0001,24,107611.92,4483.83,0
2022-01-01,SKU0001,32,143482.56,4483.83,0
2022-01-02,SKU0001,25,112095.75,4483.83,0
2022-01-03,SKU0001,21,94160.43,4483.83,0
2022-01-04,SKU0001,27,121063.41,4483.83,0
2022-01-05,SKU0001,27,121063.41,4483.83,0
2022-01-06,SKU0001,27,121063.41,4483.83,0
2022-01-07,SKU0001,17,76225.11,4483.83,0
2022-01-08,SKU0001,25,112095.75,4483.83,0
2022-01-09,SKU0001,30,134514.9,4483.83,0
2022-01-10,SKU0001,27,121063.41,4483.83,0
2022-01-11,SKU0001,33,147966.39,4483.83,0
2022-01-12,SKU0001,33,147966.39,4483.83,0
2022-01-13,SKU0001,30,134514.9,4483.83,0
2022-01-14,SKU0001,30,134514.9,4483.83,0
2022-01-15,SKU0001,34,152450.22,4483.83,0
2022-01-16,SKU0001,45,201772.35,4483.83,0
2022-01-17,SKU0001,27,121063.41,4483.83,0
2022-01-18,SKU0001,29,130031.07,4483.83,0
2022-01-19,SKU0001,28,125547.24,4483.83,0
2022-01-20,SKU0001,33,147966.39,4483.83,0
2022-01-21,SKU0001,23,103128.09,4483.83,0
2022-01-22,SKU0001,28,125547.24,4483.83,0
2022-01-23,SKU0001,45,201772.35,4483.83,0
2022-01-24,SKU0001,24,107611.92,4483.83,0
2022-01-25,SKU0001,30,134514.9,4483.83,0
2022-01-26,SKU0001,34,152450.22,4483.83,0
2022-01-27,SKU0001,23,103128.09,4483.83,0
2022-01-28,SKU0001,29,130031.07,4483.83,0
2022-01-29,SKU0001,29,130031.07,4483.83,0
2022-01-30,SKU0001,25,112095.75,4483.83,0
2022-01-31,SKU0001,33,147966.39,4483.83,0
2022-02-01,SKU0001,30,134514.9,4483.83,0
2022-02-02,SKU0001,34,152450.22,4483.83,0
2022-02-03,SKU0001,29,130031.07,4483.83,0
2022-02-04,SKU0001,26,116579.58,4483.83,0
2022-02-05,SKU0001,27,121063.41,4483.83,0
2022-02-06,SKU0001,32,143482.56,4483.83,0
2022-02-07,SKU0001,35,156934.05,4483.83,0
2022-02-08,SKU0001,27,121063.41,4483.83,0
2022-02-09,SKU0001,30,134514.9,4483.83,0
2022-02-10,SKU0001,29,130031.07,4483.83,0
2022-02-11,SKU0001,31,138998.73,4483.83,0
2022-02-12,SKU0001,36,161417.88,4483.83,0
2022-02-13,SKU0001,43,192804.69,4483.83,0
2022-02-14,SKU0001,30,134514.9,4483.83,0
2022-02-15,SKU0001,31,138998.73,4483.83,0
2022-02-16,SKU0001,32,143482.56,4483.83,0
2022-02-17,SKU0001,38,170385.54,4483.83,0
2022-02-18,SKU0001,26,116579.58,4483.83,0
2022-02-19,SKU0001,42,188320.86,4483.83,0
2022-02-20,SKU0001,31,138998.73,4483.83,0
2022-02-21,SKU0001,28,125547.24,4483.83,0
2022-02-22,SKU0001,43,192804.69,4483.83,0
2022-02-23,SKU0001,33,147966.39,4483.83,0
2022-02-24,SKU0001,26,116579.58,4483.83,0
2022-02-25,SKU0001,30,134514.9,4483.83,0
2022-02-26,SKU0001,38,170385.54,4483.83,0
2022-02-27,SKU0001,29,130031.07,4483.83,0
2022-02-28,SKU0001,28,125547.24,4483.83,0
2022-03-01,SKU0001,25,112095.75,4483.83,0
2022-03-02,SKU0001,38,170385.54,4483.83,0
2022-03-03,SKU0001,28,125547.24,4483.83,0
2022-03-04,SKU0001,31,138998.73,4483.83,0
2022-03-05,SKU0001,41,183837.03,4483.83,0
2022-03-06,SKU0001,34,152450.22,4483.83,0
2022-03-07,SKU0001,27,121063.41,4483.83,0
2022-03-08,SKU0001,18,80708.94,4483.83,0
2022-03-09,SKU0001,33,147966.39,4483.83,0
2022-03-10,SKU0001,40,165004.8,4125.12,1
2022-03-11,SKU0001,58,239256.96,4125.12,1
2022-03-12,SKU0001,50,206256.0,4125.12,1
2022-03-13,SKU0001,55,226881.6,4125.12,1
2022-03-14,SKU0001,61,251632.32,4125.12,1
2022-03-15,SKU0001,50,206256.0,4125.12,1
2022-03-16,SKU0001,65,268132.8,4125.12,1
2022-03-17,SKU0001,58,239256.96,4125.12,1
2022-03-18,SKU0001,41,169129.92,4125.12,1
2022-03-19,SKU0001,50,206256.0,4125.12,1
2022-03-20,SKU0001,57,235131.84,4125.12,1
2022-03-21,SKU0001,39,174869.37,4483.83,0
2022-03-22,SKU0001,29,130031.07,4483.83,0
2022-03-23,SKU0001,31,138998.73,4483.83,0
2022-03-24,SKU0001,40,179353.2,4483.83,0
2022-03-25,SKU0001,17,76225.11,4483.83,0
2022-03-26,SKU0001,39,174869.37,4483.83,0
2022-03-27,SKU0001,31,138998.73,4483.83,0
2022-03-28,SKU0001,41,183837.03,4483.83,0
2022-03-29,SKU0001,35,156934.05,4483.83,0
2022-03-30,SKU0001,26,116579.58,4483.83,0
2022-03-31,SKU0001,45,201772.35,4483.83,0
2022-04-01,SKU0001,32,143482.56,4483.83,0
2022-04-02,SKU0001,37,165901.71,4483.83,0
2022-04-03,SKU0001,43,192804.69,4483.83,0
2022-04-04,SKU0001,29,130031.07,4483.83,0
2022-04-05,SKU0001,28,125547.24,4483.83,0
2022-04-06,SKU0001,33,147966.39,4483.83,0
2022-04-07,SKU0001,31,138998.73,4483.83,0
2022-04-08,SKU0001,43,192804.69,4483.83,0
2022-04-09,SKU0001,41,183837.03,4483.83,0
2022-04-10,SKU0001,37,165901.71,4483.83,0
2022-04-11,SKU0001,36,161417.88,4483.83,0
2022-04-12,SKU0001,32,143482.56,4483.83,0
2022-04-13,SKU0001,29,130031.07,4483.83,0
2022-04-14,SKU0001,41,183837.03,4483.83,0
2022-04-15,SKU0001,38,170385.54,4483.83,0
2022-04-16,SKU0001,38,170385.54,4483.83,0
2022-04-17,SKU0001,43,192804.69,4483.83,0
2022-04-18,SKU0001,28,125547.24,4483.83,0
2022-04-19,SKU0001,34,152450.22,4483.83,0
2022-04-20,SKU0001,21,94160.43,4483.83,0
2022-04-21,SKU0001,40,179353.2,4483.83,0
2022-04-22,SKU0001,31,138998.73,4483.83,0
2022-04-23,SKU0001,32,143482.56,4483.83,0
2022-04-24,SKU0001,31,138998.73,4483.83,0
2022-04-25,SKU0001,38,170385.54,4483.83,0
2022-04-26,SKU0001,28,125547.24,4483.83,0
2022-04-27,SKU0001,35,156934.05,4483.83,0
2022-04-28,SKU0001,33,147966.39,4483.83,0
2022-04-29,SKU0001,32,143482.56,4483.83,0
2022-04-30,SKU0001,42,188320.86,4483.83,0
2022-05-01,SKU0001,37,165901.71,4483.83,0
2022-05-02,SKU0001,42,188320.86,4483.83,0
2022-05-03,SKU0001,26,116579.58,4483.83,0
2022-05-04,SKU0001,23,103128.09,4483.83,0
2022-05-05,SKU0001,22,98644.26,4483.83,0
2022-05-06,SKU0001,38,170385.54,4483.83,0
2022-05-07,SKU0001,41,183837.03,4483.83,0
2022-05-08,SKU0001,44,197288.52,4483.83,0
2022-05-09,SKU0001,32,143482.56,4483.83,0
2022-05-10,SKU0001,31,138998.73,4483.83,0
2022-05-11,SKU0001,31,138998.73,4483.83,0
2022-05-12,SKU0001,37,165901.71,4483.83,0
2022-05-13,SKU0001,25,112095.75,4483.83,0
2022-05-14,SKU0001,42,188320.86,4483.83,0
2022-05-15,SKU0001,38,170385.54,4483.83,0
2022-05-16,SKU0001,22,98644.26,4483.83,0
2022-05-17,SKU0001,28,125547.24,4483.83,0
2022-05-18,SKU0001,28,125547.24,4483.83,0
2022-05-19,SKU0001,28,125547.24,4483.83,0
2022-05-20,SKU0001,33,147966.39,4483.83,0
2022-05-21,SKU0001,37,165901.71,4483.83,0
2022-05-22,SKU0001,38,170385.54,4483.83,0
2022-05-23,SKU0001,34,152450.22,4483.83,0
2022-05-24,SKU0001,30,134514.9,4483.83,0
2022-05-25,SKU0001,22,98644.26,4483.83,0
2022-05-26,SKU0001,30,134514.9,4483.83,0
2022-05-27,SKU0001,26,116579.58,4483.83,0
2022-05-28,SKU0001,34,152450.22,4483.83,0
2022-05-29,SKU0001,33,147966.39,4483.83,0
2022-05-30,SKU0001,32,143482.56,4483.83,0
2022-05-31,SKU0001,30,134514.9,4483.83,0
2022-06-01,SKU0001,43,177380.16,4125.12,1
2022-06-02,SKU0001,29,119628.48,4125.12,1
2022-06-03,SKU0001,40,165004.8,4125.12,1
