sku,date,actual_demand,forecast_demand
SKU0034,2025-07-27,2,1.0583620550952533
SKU0035,2025-07-27,282,311.84340291666683
SKU0036,2025-07-27,0,0.519155461110259
SKU0037,2025-07-27,84,104.27983836771024
SKU0038,2025-07-27,43,45.90256398580983
SKU0039,2025-07-27,529,473.5277004982681
SKU0040,2025-07-27,173,158.94905960690744
SKU0041,2025-07-27,22,16.764268483727665
SKU0042,2025-07-27,100,102.85593748855705
SKU0043,2025-07-27,0,0.402650066724391
SKU0044,2025-07-27,61,52.00966842100648
SKU0045,2025-07-27,61,69.70768053743765
SKU0046,2025-07-27,28,44.372434752277925
SKU0047,2025-07-27,97,101.24471484762529
SKU0048,2025-07-27,126,101.70521809671305
SKU0049,2025-07-27,1,1.1603128446410214
SKU0050,2025-07-27,379,348.375364352404
SKU0051,2025-07-27,17,14.237714184277225
SKU0052,2025-07-27,61,47.599931714188905
SKU0053,2025-07-27,93,94.71110447158816
SKU0054,2025-07-27,0,0.32235482080351896
SKU0055,2025-07-27,208,201.99048269429633
SKU0056,2025-07-27,78,75.74134527420765
SKU0057,2025-07-27,177,177.74213513523304
SKU0058,2025-07-27,177,180.69022974262538
SKU0059,2025-07-27,0,0.5008566017316018
SKU0060,2025-07-27,291,320.188992837652
SKU0061,2025-07-27,20,15.795947720422651
SKU0062,2025-07-27,124,119.58616165592802
SKU0063,2025-07-27,0,0.4432288534478268
SKU0064,2025-07-27,75,77.43366032416782
SKU0065,2025-07-27,127,123.43433592013169
SKU0066,2025-07-27,172,170.04042194884786
SKU0067,2025-07-27,66,74.96053643144297
SKU0068,2025-07-27,10,11.094175735504516
SKU0069,2025-07-27,42,54.63570558390283
SKU0070,2025-07-27,55,59.309391562830776
SKU0071,2025-07-27,312,290.5258185686118
SKU0072,2025-07-27,99,77.9204138092415
SKU0073,2025-07-27,341,344.2273214850101
SKU0074,2025-07-27,158,162.90515410482396
SKU0075,2025-07-27,0,0.330898986662698
SKU0076,2025-07-27,28,38.469433964463356
SKU0077,2025-07-27,52,62.539048011853055
SKU0078,2025-07-27,122,121.63862489250847
SKU0079,2025-07-27,139,130.51029940970903
SKU0080,2025-07-27,0,0.5008566017316018
SKU0081,2025-07-27,36,49.31052965484615
SKU0082,2025-07-27,90,110.86795328768136
SKU0083,2025-07-27,157,183.08830049357908
SKU0084,2025-07-27,101,97.56117594413135
SKU0085,2025-07-27,0,0.5008566017316018
SKU0086,2025-07-27,7,15.465078157597587
SKU0087,2025-07-27,50,53.98341118812651
SKU0088,2025-07-27,30,37.79878977493835
SKU0089,2025-07-27,183,188.00386214038477
SKU0090,2025-07-27,136,159.6288047902136
SKU0091,2025-07-27,0,0.4722997634506319
SKU0092,2025-07-27,129,145.16103035525535
SKU0093,2025-07-27,194,191.2691531438565
SKU0094,2025-07-27,219,199.78472043372622
SKU0095,2025-07-27,174,174.18057076029257
SKU0096,2025-07-27,98,97.01097558551257
SKU0097,2025-07-27,329,342.97349005450246
SKU0098,2025-07-27,70,63.0384295703703
SKU0099,2025-07-27,533,488.50777668341215
SKU0100,2025-07-27,121,119.35379732661151
SKU0101,2025-07-27,229,227.25157570435798
SKU0102,2025-07-27,46,40.49964365336899
SKU0103,2025-07-27,0,0.16216609236245297
SKU0104,2025-07-27,42,46.17269457791653
SKU0105,2025-07-27,229,247.92437230424193
SKU0106,2025-07-27,0,0.45919189565943763
SKU0107,2025-07-27,0,0.46244543708385194
SKU0108,2025-07-27,33,46.63191846864424
SKU0109,2025-07-27,111,100.93767780612293
SKU0110,2025-07-27,30,32.78880233320377
SKU0111,2025-07-27,223,203.7451228157826
SKU0112,2025-07-27,197,202.85659181394792
SKU0113,2025-07-27,137,130.4192959791004
SKU0114,2025-07-27,148,165.40834619584152
SKU0115,2025-07-27,297,290.82030429212716
SKU0116,2025-07-27,34,46.91834621770352
SKU0117,2025-07-27,121,123.31632405404343
SKU0118,2025-07-27,76,85.56574760452237
SKU0119,2025-07-27,187,179.24496638213054
SKU0120,2025-07-27,266,263.35137034041986
SKU0121,2025-07-27,214,228.93225957355324
SKU0122,2025-07-27,81,88.4537158606026
SKU0123,2025-07-27,380,363.18232679275224
SKU0124,2025-07-27,186,187.19708179081888
SKU0125,2025-07-27,137,156.3877179185049
SKU0126,2025-07-27,143,155.66383630070823
SKU0127,2025-07-27,168,186.19531817221704
SKU0128,2025-07-27,111,116.80544183309915
SKU0129,2025-07-27,58,52.548923401896324
SKU0130,2025-07-27,153,160.2561052213038
SKU0131,2025-07-27,75,63.97829285539264
SKU0132,2025-07-27,152,156.97616421691083
SKU0133,2025-07-27,140,138.02858401857083
SKU0134,2025-07-27,79,92.4466613244599
SKU0135,2025-07-27,69,64.69735321368127
SKU0136,2025-07-27,129,152.84429280444755
SKU0137,2025-07-27,72,74.54436303333225
SKU0138,2025-07-27,115,111.46583404675101
SKU0139,2025-07-27,265,266.6000247462824
SKU0140,2025-07-27,281,293.2032704746624
SKU0141,2025-07-27,83,89.45347074716985
SKU0142,2025-07-27,97,104.92582774165179
SKU0143,2025-07-27,196,193.6903950743628
SKU0144,2025-07-27,295,299.855081623662
SKU0145,2025-07-27,75,79.83418630592914
SKU0146,2025-07-27,73,73.71699066215564
SKU0147,2025-07-27,134,121.51906167833074
SKU0148,2025-07-27,286,264.10792789923516
SKU0149,2025-07-27,225,199.48241577154178
SKU0150,2025-07-27,120,124.6196985639966
SKU0151,2025-07-27,445,387.6987631401232
SKU0152,2025-07-27,0,0.13038154625199178
SKU0153,2025-07-27,200,187.84121732294312
SKU0154,2025-07-27,36,37.954219535802146
SKU0155,2025-07-27,145,153.24937060177703
SKU0156,2025-07-27,158,162.8688712531843
SKU0157,2025-07-27,26,22.052565124334805
SKU0158,2025-07-27,93,102.98794721782257
SKU0159,2025-07-27,177,174.90714787128957
SKU0160,2025-07-27,74,86.33858944754407
SKU0161,2025-07-27,233,221.0850826419881
SKU0162,2025-07-27,105,103.76729401246726
SKU0163,2025-07-27,177,182.82924248870134
SKU0164,2025-07-27,0,0.12680362395367115
SKU0165,2025-07-27,158,158.95922616380452
SKU0166,2025-07-27,34,28.463453168572613
SKU0167,2025-07-27,197,188.85312807459715
SKU0168,2025-07-27,376,383.10687664278754
SKU0169,2025-07-27,443,412.57986198824835
SKU0170,2025-07-27,71,95.2533793168169
SKU0171,2025-07-27,147,143.5767977898463
SKU0172,2025-07-27,107,123.46332729861652
SKU0173,2025-07-27,267,262.6836304983784
SKU0174,2025-07-27,12,15.366809259208965
SKU0175,2025-07-27,307,330.3114558684036
SKU0176,2025-07-27,16,25.641011336120172
SKU0177,2025-07-27,44,55.68034494264591
SKU0178,2025-07-27,247,256.5277028403004
SKU0179,2025-07-27,0,0.5008566017316018
SKU0180,2025-07-27,145,149.34545081469417
SKU0181,2025-07-27,475,489.4545024272686
SKU0182,2025-07-27,498,535.242304476632
SKU0183,2025-07-27,191,185.96035544923853
SKU0184,2025-07-27,16,17.348720991930804
SKU0185,2025-07-27,110,124.98748068615825
SKU0186,2025-07-27,73,79.1415504215418
SKU0187,2025-07-27,146,141.4864166065267
SKU0188,2025-07-27,1,0.41540950050523767
SKU0189,2025-07-27,65,63.19067974725823
SKU0190,2025-07-27,177,193.33963150463995
SKU0191,2025-07-27,0,0.5262207538729272
SKU0192,2025-07-27,19,27.494760197387233
SKU0193,2025-07-27,88,90.25408872343536
SKU0194,2025-07-27,1,0.41297467310499847
SKU0195,2025-07-27,14,23.96485250679204
SKU0196,2025-07-27,33,33.62434932774283
SKU0197,2025-07-27,89,99.06521203251279
SKU0198,2025-07-27,23,23.51344033890445
SKU0199,2025-07-27,152,172.95294764593265
SKU0200,2025-07-27,156,153.42160716314916
SKU0001,2025-08-03,204,221.23976956759728
SKU0002,2025-08-03,475,486.34720495129864
SKU0003,2025-08-03,139,125.48828862196817
SKU0004,2025-08-03,96,83.70636373779973
SKU0005,2025-08-03,34,46.53484300068931
